TotalBsmtSF,ScreenPorch,PoolArea,BsmtFinSF2,LowQualFinSF,HalfBath,BsmtFinSF1,BedroomAbvGr,OpenPorchSF,BsmtHalfBath,house_Age,GarageCars,GrLivArea,WoodDeckSF,Fireplaces,LotFrontage,MasVnrArea,EnclosedPorch,2ndFlrSF,BsmtUnfSF,BsmtFullBath,3SsnPorch,LotArea,OverallCond,OverallQual,FullBath,KitchenAbvGr,SalePrice,MiscVal,MSSubClass,MSZoning,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,GarageType,MiscFeature,SaleType,SaleCondition,LotShape,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,Electrical,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,PavedDrive,PoolQC,Fence
530,0,0,0,0,0,0,3,0,0,87,1,1111,0,0,60.0,0.0,144,530,530,0,0,7200,7,5,1,1,101000,0,75,RM,Lvl,Inside,IDOTRR,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,,BrkTil,GasA,N,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,Fa,No,Unf,Unf,TA,SBrkr,Fa,Typ,,Unf,TA,N,,
1370,0,0,0,0,0,24,2,49,0,1,2,1370,120,1,44.0,178.0,0,0,1346,0,0,6442,5,8,2,1,202500,0,120,RL,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,Gd,Mn,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,Y,,
576,0,0,0,0,0,0,3,11,0,89,2,1710,12,0,50.0,0.0,64,808,576,0,0,10300,6,7,2,1,140000,0,70,RM,Bnk,Inside,OldTown,RRAn,1Fam,2Story,Gable,CompShg,Stucco,Stucco,,BrkTil,GasA,Y,Detchd,,WD,Normal,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,SBrkr,TA,Typ,,Unf,TA,Y,,GdPrv
1057,0,0,0,0,1,739,3,36,0,12,2,2034,576,0,70.0,573.0,0,977,318,1,0,9375,5,7,2,1,219500,0,60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,GdPrv
1143,0,0,0,0,1,0,4,151,0,3,3,2473,192,1,76.0,344.0,0,1330,1143,0,0,9591,5,8,2,1,317000,0,60,RL,Lvl,Inside,NridgHt,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,,WD,Normal,Reg,Gtl,Gd,TA,Ex,TA,Av,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,Y,,
1947,0,0,0,0,0,912,3,0,0,40,2,2207,301,1,70.0,287.0,0,0,1035,1,0,19900,5,7,2,1,180000,0,20,RL,Lvl,Inside,NAmes,PosA,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,TA,SBrkr,TA,Min1,Gd,RFn,TA,Y,,
1453,0,0,0,0,0,1013,3,29,0,4,2,1479,144,0,72.0,167.0,0,0,440,1,0,10665,5,7,2,1,226000,0,20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
747,0,0,0,0,0,0,2,0,0,65,1,747,0,0,47.0,0.0,0,0,747,0,0,4608,6,4,1,1,80000,0,30,RM,Lvl,Corner,OldTown,Artery,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,Gd,TA,TA,No,Unf,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,
1304,0,0,0,0,0,603,3,21,0,53,2,2287,0,1,81.0,0.0,114,983,701,0,0,15593,4,7,2,1,225000,0,50,RL,Lvl,Corner,ClearCr,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,AsbShng,,CBlock,GasW,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,TA,TA,No,BLQ,Unf,TA,SBrkr,TA,Typ,TA,Fin,TA,Y,,
2223,0,0,0,0,0,1880,3,0,0,34,2,2223,300,2,95.0,1115.0,0,0,343,1,0,13651,6,7,2,1,244000,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,TA,Gd,Gd,TA,Gd,ALQ,Unf,Ex,SBrkr,TA,Typ,Gd,Fin,TA,Y,,
845,0,0,0,0,0,565,2,0,0,25,2,845,0,0,69.0,0.0,0,0,280,1,0,7599,6,4,1,1,129500,0,20,RL,Lvl,Corner,Mitchel,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,,CBlock,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,
832,291,0,0,0,1,0,3,94,0,11,2,1718,0,1,74.0,40.0,0,833,832,0,0,10141,5,7,2,1,185000,0,60,RL,Lvl,Corner,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,SBrkr,TA,Typ,TA,Fin,TA,Y,,
1086,0,0,362,0,0,320,3,0,0,56,2,1086,0,0,85.0,104.0,0,0,404,1,0,10200,7,5,1,1,144900,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,ALQ,BLQ,Gd,SBrkr,TA,Typ,,Unf,TA,Y,,GdWo
840,0,0,0,0,0,0,3,0,0,95,1,1605,0,0,60.0,0.0,202,765,840,0,0,5790,6,3,2,2,107400,0,50,RM,Lvl,Corner,OldTown,Norm,1Fam,2Story,Gambrel,CompShg,VinylSd,VinylSd,,CBlock,GasA,N,Detchd,,WD,Normal,Reg,Gtl,Gd,Gd,Fa,TA,No,Unf,Unf,Gd,SBrkr,TA,Typ,,Unf,TA,Y,,
462,0,0,0,0,0,462,2,101,0,36,1,988,120,0,21.0,0.0,0,462,0,1,0,1596,5,4,1,1,91000,0,180,RM,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,,CBlock,GasA,Y,BuiltIn,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,GdWo
952,0,0,0,0,0,228,2,0,0,52,1,952,0,0,70.0,0.0,0,0,724,0,0,8475,7,4,1,1,135750,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,CBlock,GasA,Y,Detchd,,WD,Normal,IR1,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,FuseA,TA,Typ,,Unf,TA,Y,,
672,0,0,41,0,0,336,2,0,0,60,1,1285,0,0,50.0,0.0,0,213,295,1,0,8635,5,5,1,1,127000,0,50,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,CBlock,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,BLQ,GLQ,TA,SBrkr,TA,Min1,,Unf,TA,Y,,MnPrv
1768,0,0,0,0,0,0,4,0,0,42,0,1768,0,0,72.0,0.0,0,0,1768,0,0,10778,5,4,2,2,136500,0,90,RL,Lvl,Inside,Sawyer,Norm,Duplex,1Story,Hip,CompShg,HdBoard,HdBoard,,CBlock,GasA,N,,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,SBrkr,TA,Typ,,,,Y,,
440,0,0,0,0,1,0,2,0,0,99,2,1230,74,0,60.0,0.0,128,548,440,0,0,10440,6,5,1,1,110000,0,50,RM,Lvl,Corner,OldTown,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,PConc,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,SBrkr,TA,Typ,,Unf,TA,Y,,MnPrv
896,252,0,0,0,1,448,4,72,0,41,1,2142,0,1,100.0,576.0,0,960,448,0,0,13000,6,6,2,1,193500,0,60,RL,Lvl,Corner,NAmes,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,Gd,Gd,TA,No,Rec,Unf,TA,SBrkr,Gd,Typ,Gd,Fin,TA,Y,,
1237,0,0,0,0,0,1201,2,199,0,8,2,1337,0,0,32.0,443.0,0,0,36,1,0,4500,5,6,2,1,153500,0,120,RM,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,Gd,Ex,Gd,No,GLQ,Unf,Ex,SBrkr,TA,Typ,,Fin,TA,Y,,
1563,0,0,0,0,0,33,3,99,0,1,3,1563,144,1,78.0,468.0,0,0,1530,0,0,10206,5,8,2,1,245000,0,20,RL,Lvl,Inside,Somerst,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,Y,,
1065,0,0,0,0,1,0,3,0,0,47,2,1065,74,0,80.0,66.0,0,0,1065,0,0,8892,5,5,1,1,126500,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkCmn,CBlock,GasA,Y,Detchd,,COD,Normal,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,SBrkr,TA,Typ,,Unf,TA,Y,,
384,0,0,0,0,1,0,3,72,0,14,2,1474,120,1,70.0,22.0,0,670,384,0,0,8530,5,7,2,1,168500,700,80,RL,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,BuiltIn,Shed,WD,Normal,IR1,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,SBrkr,TA,Typ,TA,Fin,TA,Y,,
1288,0,0,0,0,1,0,4,82,0,15,2,2417,127,1,121.0,284.0,0,1116,1288,0,0,16059,5,8,2,1,260000,0,60,RL,Lvl,Corner,NoRidge,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,TA,Unf,TA,Y,,
684,0,0,0,0,1,0,3,38,0,4,2,1560,100,1,122.0,0.0,0,876,684,0,0,11911,5,6,2,1,174000,0,60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,BuiltIn,,WD,Normal,IR2,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,Fin,TA,Y,,
612,0,0,0,0,1,0,2,234,0,0,2,1224,0,0,40.0,76.0,0,612,612,0,0,3951,5,6,2,1,164500,0,160,FV,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Detchd,,New,Partial,Reg,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
1013,0,0,0,513,0,0,2,0,0,94,0,1526,0,0,105.0,0.0,156,0,1013,0,0,8470,2,3,1,1,85000,0,50,C (all),Lvl,Corner,IDOTRR,Feedr,1Fam,1.5Fin,Hip,CompShg,Plywood,Plywood,,CBlock,GasA,N,,,ConLD,Abnorml,IR1,Gtl,Fa,Fa,TA,Fa,No,Unf,Unf,TA,SBrkr,Fa,Typ,,,,N,,MnPrv
990,0,0,0,0,0,588,3,0,0,13,0,990,0,0,60.0,0.0,0,0,402,1,0,8070,5,4,1,1,123600,0,20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,TA,Typ,,,,Y,,
0,0,0,0,0,0,0,2,29,0,56,2,1040,0,0,60.0,0.0,0,0,0,0,0,7200,5,4,1,1,109900,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,,Slab,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,,,,,,TA,FuseA,TA,Typ,,Unf,TA,Y,,
1235,0,0,0,0,0,600,2,0,0,45,2,1235,0,0,85.0,203.0,0,0,635,0,0,8500,3,5,1,1,98600,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,CBlock,GasA,Y,Attchd,,WD,Abnorml,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,GdWo
876,0,0,0,0,0,713,2,0,0,88,2,964,0,0,80.0,0.0,44,0,163,1,0,13360,7,5,1,1,163500,0,30,RL,HLS,Inside,Crawfor,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,BrkTil,GasA,Y,Detchd,,WD,Normal,IR1,Gtl,TA,Gd,Gd,TA,No,ALQ,Unf,Ex,SBrkr,TA,Typ,,Unf,TA,Y,,
1214,99,0,0,0,0,1046,4,0,1,97,2,2291,0,1,60.0,0.0,0,1031,168,0,0,7200,6,6,2,2,133900,0,190,C (all),Lvl,Corner,OldTown,Norm,2fmCon,2.5Unf,Hip,CompShg,MetalSd,MetalSd,,BrkTil,GasW,N,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,Fa,Mn,Rec,Unf,Ex,SBrkr,TA,Typ,Gd,Unf,TA,Y,,
824,0,0,0,0,1,648,3,162,0,10,2,1786,0,0,69.0,0.0,0,881,176,1,0,9337,5,6,2,1,204750,0,60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,TA,Gd,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
680,0,0,0,0,1,310,3,63,0,16,2,1470,232,1,70.0,68.0,0,790,370,0,0,9765,8,6,2,1,185000,480,60,RL,Lvl,Corner,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,Shed,WD,Normal,IR2,Gtl,Ex,Gd,Gd,Gd,No,ALQ,Unf,Gd,SBrkr,TA,Typ,TA,Fin,TA,Y,,
1588,0,0,0,0,0,1162,3,29,0,7,2,1588,158,0,78.0,183.0,0,0,426,0,0,10264,5,7,2,1,214000,0,20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,Av,ALQ,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
960,0,0,0,0,0,520,3,0,0,42,1,960,120,0,73.0,48.0,0,0,440,1,0,10921,5,4,1,1,94750,0,20,RL,HLS,Inside,Edwards,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,FuseF,TA,Typ,,Fin,TA,P,,
458,0,0,0,0,0,108,2,0,0,90,1,835,0,0,85.0,0.0,77,0,350,0,0,10625,5,5,1,1,83000,400,30,RL,Lvl,Corner,Edwards,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,,BrkTil,GasA,N,Basment,Shed,COD,Abnorml,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Fa,SBrkr,TA,Typ,,Unf,Fa,Y,,
950,0,0,0,0,1,569,3,0,0,51,0,1225,352,0,77.0,0.0,0,0,381,1,0,9320,5,4,1,1,128950,400,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,,CBlock,GasA,Y,,Shed,WD,Normal,IR1,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Fa,SBrkr,TA,Typ,,,,Y,,
1610,0,0,0,0,0,1200,3,68,0,33,2,1610,168,2,70.0,28.0,0,0,410,1,0,10603,7,6,2,1,205000,0,20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,TA,TA,TA,TA,Mn,ALQ,Unf,Gd,SBrkr,Gd,Typ,TA,RFn,TA,Y,,
741,0,0,0,0,1,0,3,46,0,25,2,1732,192,1,77.0,336.0,0,755,741,0,0,9206,5,6,2,1,178000,0,60,RL,Lvl,Inside,SawyerW,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,TA,SBrkr,Gd,Typ,TA,Fin,TA,Y,,
0,0,0,0,0,0,0,4,0,0,30,2,1535,0,0,64.0,0.0,0,0,0,0,0,7018,5,5,2,2,118964,0,90,RL,Bnk,Inside,SawyerW,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,,Slab,GasA,Y,Attchd,,WD,Alloca,Reg,Gtl,TA,Fa,,,,,,TA,SBrkr,TA,Typ,,Unf,TA,Y,,
1226,0,0,0,0,0,0,3,36,0,1,3,1226,0,0,94.0,0.0,0,0,1226,0,0,10402,5,7,2,1,198900,0,20,RL,Lvl,Corner,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
1040,184,0,0,0,1,224,4,0,0,76,1,1818,0,2,70.0,600.0,0,592,816,0,0,7758,4,7,1,1,169500,0,50,RM,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,BrkFace,PConc,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,Fa,TA,TA,No,LwQ,Unf,Ex,FuseF,TA,Typ,TA,Unf,TA,Y,,
1053,0,0,0,0,1,0,3,45,0,5,2,1992,140,1,75.0,768.0,0,939,1053,0,0,9375,5,8,2,1,250000,0,60,FV,Lvl,Inside,Somerst,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Ex,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,Y,,
641,0,0,0,0,0,0,2,0,0,122,1,1047,0,0,60.0,0.0,0,0,641,0,0,10800,7,4,1,1,100000,450,30,RM,Lvl,Inside,OldTown,Norm,1Fam,1Story,Mansard,CompShg,VinylSd,VinylSd,,BrkTil,GasA,Y,Detchd,Shed,WD,Normal,Reg,Gtl,TA,TA,Fa,TA,No,Unf,Unf,Gd,SBrkr,TA,Typ,,Unf,Fa,N,,
789,0,0,169,0,0,104,2,0,0,60,1,789,0,0,50.0,0.0,0,0,516,0,0,6000,5,5,1,1,115000,0,20,RM,Lvl,Inside,OldTown,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,CBlock,GasA,Y,Detchd,,WD,Partial,Reg,Gtl,TA,TA,TA,TA,No,ALQ,BLQ,Ex,SBrkr,TA,Typ,,Unf,TA,Y,,
793,0,0,0,0,0,0,3,0,0,88,0,1517,0,0,85.0,0.0,144,520,793,0,0,8500,7,5,2,1,115000,0,50,RM,Lvl,Corner,IDOTRR,Artery,1Fam,1.5Fin,Gable,CompShg,CemntBd,CmentBd,,CBlock,GasW,N,,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,FuseF,Fa,Typ,,,,N,,
1844,0,0,0,0,0,705,3,122,0,33,2,1844,0,1,105.0,480.0,0,0,1139,0,0,11751,6,6,2,1,190000,0,20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,,COD,Normal,IR1,Gtl,TA,TA,Gd,TA,No,BLQ,Unf,Ex,SBrkr,TA,Typ,TA,RFn,TA,Y,,MnPrv
994,0,0,0,0,0,444,4,0,0,52,1,1855,182,0,75.0,0.0,0,639,550,0,0,9525,4,6,2,1,136900,0,50,RL,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,Fa,No,Rec,Unf,Gd,SBrkr,TA,Typ,,Unf,TA,Y,,
384,0,0,0,0,1,250,3,0,0,10,2,1430,180,1,70.0,0.0,0,656,134,0,0,7750,5,7,2,1,180000,0,80,RL,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,BuiltIn,,WD,Normal,IR1,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,TA,Typ,TA,Fin,TA,Y,,
1264,168,0,0,0,1,984,4,184,0,0,3,2696,120,1,77.0,220.0,0,1414,280,1,0,9965,5,7,2,1,383970,0,60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,BuiltIn,,New,Partial,Reg,Gtl,Gd,TA,Ex,TA,Av,GLQ,Unf,Ex,SBrkr,Ex,Typ,Gd,Fin,TA,Y,,
1809,0,0,869,0,0,35,3,120,0,54,2,2259,166,2,70.0,184.0,192,0,905,1,0,21000,5,6,2,1,217000,0,20,RL,Bnk,Corner,Crawfor,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Basment,,COD,Abnorml,Reg,Gtl,TA,Gd,Gd,TA,Mn,ALQ,Rec,TA,SBrkr,Gd,Typ,Gd,Unf,TA,Y,,MnPrv
1028,0,0,150,0,1,774,3,0,0,62,1,2320,224,1,61.0,0.0,0,884,104,1,0,7259,8,6,2,1,259500,0,70,RL,Lvl,Inside,Crawfor,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,,CBlock,GasA,Y,Detchd,,WD,Normal,IR1,Mod,TA,TA,TA,TA,No,ALQ,LwQ,Ex,SBrkr,Gd,Typ,TA,Unf,TA,Y,,MnPrv
729,0,0,0,0,1,419,2,32,0,8,2,1458,0,1,34.0,1129.0,0,729,310,0,0,3230,5,6,2,1,176000,0,160,FV,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Gd,SBrkr,TA,Typ,Fa,Unf,TA,Y,,
1092,0,0,670,0,0,170,3,20,1,47,1,1092,0,1,70.0,116.0,144,0,252,0,0,11616,5,5,1,1,139000,0,20,RL,Lvl,Inside,Sawyer,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,LwQ,BLQ,TA,SBrkr,TA,Typ,Po,Unf,TA,Y,,
1125,0,0,0,0,1,0,2,64,0,1,2,1125,80,0,74.0,0.0,0,0,1125,0,0,8536,5,5,1,1,155000,0,20,RL,Lvl,Corner,Edwards,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,New,Partial,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,SBrkr,TA,Typ,,Unf,TA,Y,,
1673,0,0,0,0,0,1470,5,0,0,20,3,3222,367,2,90.0,0.0,0,1523,203,1,0,12376,5,7,3,1,320000,0,60,RL,Lvl,Corner,SawyerW,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,Mn,GLQ,Unf,Gd,SBrkr,Gd,Typ,TA,Unf,TA,Y,,
728,0,0,0,0,1,0,3,24,0,1,2,1456,0,1,65.0,0.0,0,728,728,0,0,8461,5,6,2,1,163990,0,60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,New,Partial,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,Fin,TA,Y,,
938,0,0,0,0,0,938,1,130,0,37,2,988,0,2,70.0,0.0,0,0,0,1,130,21453,5,6,1,1,180000,0,80,RL,Low,CulDSac,ClearCr,Norm,1Fam,SLvl,Flat,Metal,Plywood,Plywood,,CBlock,GasA,Y,Attchd,,WD,Normal,IR1,Sev,TA,TA,TA,TA,Gd,ALQ,Unf,Ex,SBrkr,TA,Typ,TA,Unf,TA,Y,,
732,0,0,0,0,0,0,3,0,0,68,1,1123,0,0,50.0,0.0,140,351,732,0,0,6060,5,4,1,1,100000,0,50,RM,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,,PConc,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,SBrkr,TA,Typ,,Unf,TA,P,,MnPrv
1080,130,0,0,0,0,570,3,0,0,50,1,1080,0,0,75.0,135.0,0,0,510,0,0,9464,7,6,1,1,136000,0,20,RL,Lvl,Corner,NAmes,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,Gd,SBrkr,TA,Typ,,Unf,TA,Y,,
1199,0,0,0,0,0,300,2,63,0,15,2,1199,0,0,55.0,0.0,0,0,899,0,0,7892,5,6,2,1,153900,0,120,RL,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
